"Chapter Title","Sub-Chapter Title","sutra_no","sb_verse_no","sb_verse_roman","sb_verse_devanagari","sb_verse_synonyms","sb_verse_translation"
"","","1.1.4","11.11.18","sabdha-brahmani nisnato na nisnayat pare yadi sramas tasya srama-phalo hy adhenum iva raksatah","सब्ध-ब्रह्मनि निस्नतो न निस्नयत् परे यदि स्रमस् तस्य स्रम-फलो ह्य् अधेनुम् इव रक्सतह्","sabdha-brahmani--in the Vedic literature; nisnatah--expert through complete study; na nisnayat--does not absorb the mind; pare--in the Supreme; yadi--if; sramah--labor; tasya--his; srama--of great endeavor; phalah--the fruit; hi--certainly; adhenum--a cow that gives no milk; iva--like; raksatah--of one who is taking care of. If through meticulous study one becomes expert in reading Vedic literature but makes no endeavor to fix one's mind on the Supreme Personality of Godhead, then one's endeavor is certainly like that of a man who works very hard to take care of a cow that gives no milk. In other words, the fruit of one's laborious study of Vedic knowledge will simply be the labor itself. There will be no other tangible result. gam dugdha-doham asatim ca bharyam deham paradhinam asat-prajam ca vittam tv atirthi-krtam anga vacam hinam maya raksati dukha-duhkihi gam--a cow; dugdha--whose milk; doham--already taken; asatim--unchaste; ca--also; bharyam--a wife; deham--a body; para--upon others; adhinam-- always dependent; asat--useless; prajam--children; ca--also; vittam-- wealth; tu--but; atirthi-krtam--not given to the proper recipient; anga--O Uddhava; vacam--Vedic knowledge; hinam--devoid; maya--of knowledge of Me; raksati--he takes care of; duhkha-duhkhi--he who sufferes one misery after another. My dear Uddhava, that man is certainly most miserable who takes care of a cow that gives no milk, an unchaste wife, a body totally dependent on others, useless children or wealth not utilized for the right purpose. Similarly, one who studies Vedic knowledge devoid of My glories is also most miserable. 5: THE ABSOLUTE TRUTH IS KNOWABLE AND CAN BE DESCRIBED IN WORDS.",""
"","","1.1.5","1.1.1","","","",""
"","","1.1.5","2.9.31","sri-bhagavan uvaca jznanam parama-guhyam me yad vijnana-samanvitam sarahasyam tad-angam ca grhana gaditam maya","स्रि-भगवन् उवच ज्ज़्ननम् परम-गुह्यम् मे यद् विज्नन-समन्वितम् सरहस्यम् तद्-अन्गम् च ग्र्हन गदितम् मय","sri-bhagavan uvaca--the personality of Godhead said; jnanam--knowledge acquired; parama--extremely; guhyam--confidential; me--of Me; yat-- which is; vijnana--realization; samanvitam--coordinated; sa-rahasyam-- with devotional service; tat--of that; angam ca--necessary paraphernalia; grhana--just try to take up; gaditam--explained; maya-- by Me. TRANSLATION The Personality of Godhead said: Knowledge about Me as described in the scriptures is very confidential, and it has to be realized in conjunction with devotional service. The necessary paraphernalia for that process is being explained by Me. You may take it up carefully. THE ABSOLUTE TRUTH, THE SELF OF ALL, IS NOT SAGUNA BRAHMAN (PRAKRTI IN THE MODE OF GOODNESS) .","The Personality of Godhead said: Knowledge about Me as described in the scriptures is very confidential, and it has to be realized in conjunction with devotional service. The necessary paraphernalia for that process is being explained by Me. You may take it up carefully. THE ABSOLUTE TRUTH, THE SELF OF ALL, IS NOT SAGUNA BRAHMAN (PRAKRTI IN THE MODE OF GOODNESS) ."
"","","1.1.6","1.2.11","vadanti tat tattva-vidas tattvam yaj jnanam advayam brahmeti paramatmeti bhagavan iti sabdyate","वदन्ति तत् तत्त्व-विदस् तत्त्वम् यज् ज्ननम् अद्वयम् ब्रह्मेति परमत्मेति भगवन् इति सब्द्यते","vadanti--they say; tat--that; tattva-vidah--the learned souls; tattvam- -the Absolute Truth; yat--which; jnanam--knowledge; advayam--nondual; brahma iti--known as Brahman; paramatma iti--known as Paramatma; bhagavan iti--known as Bhagavan; sabdyate--it so sounded. TRANSLATION Learned transcendentalists who know the Absolute Truth call this nondual substance Brahman, Paramatma or Bhagavan.","Learned transcendentalists who know the Absolute Truth call this nondual substance Brahman, Paramatma or Bhagavan."
"","","1.1.6","4.3.23","sattvam visuddham vasudeva-sabditam yad iyate tatra puman apavrtah sattve ca tasmin bhagavan vasudevo hy adhoksajo me namasa vidhiyate","सत्त्वम् विसुद्धम् वसुदेव-सब्दितम् यद् इयते तत्र पुमन् अपव्र्तह् सत्त्वे च तस्मिन् भगवन् वसुदेवो ह्य् अधोक्सजो मे नमस विधियते","sattvam--consciousness; visuddham--pure; vasudeva--Vasudeva; sabditam-- known as; yat--because; iyate--is revealed; tatra--there; puman--the Supreme Person; apavrtah--without any covering; sattve--in consciousness; ca--and; tasmin--in that; bhagavan--the Supreme Personality of Godhead; vasudevah--Vasudeva; hi--because; adhoksajah-- transcendental; me--by me; namasa--with obeisances; vidhiyate-- worshiped. TRANSLATION I am always engaged in offering obeisances to Lord Vasudeva in pure Krna consciousness. Krsna consciousness is always pure consciousness, in which the Supreme Personality of Godhead, known as Vasudeva, is revealed without any covering. THE ABSOLUTE TRUTH IS NIRGUNA BRAHMAN BECAUSE HIS WORSHIP GIVES LIBERATION.","I am always engaged in offering obeisances to Lord Vasudeva in pure Krna consciousness. Krsna consciousness is always pure consciousness, in which the Supreme Personality of Godhead, known as Vasudeva, is revealed without any covering. THE ABSOLUTE TRUTH IS NIRGUNA BRAHMAN BECAUSE HIS WORSHIP GIVES LIBERATION."
"","","1.1.8","1.2.23","sattvam rajas tama iti prakrter gunas tair yuktah parah purusa eka ihasya dhatte sthity-adaye hari-virinci-hareti samjnah sreyamsi tatra khalu sattva-tanor nrnam syuh","सत्त्वम् रजस् तम इति प्रक्र्तेर् गुनस् तैर् युक्तह् परह् पुरुस एक इहस्य धत्ते स्थित्य्-अदये हरि-विरिन्चि-हरेति सम्ज्नह् स्रेयम्सि तत्र खलु सत्त्व-तनोर् न्र्नम् स्युह्","sattvam--goodness; rajah--passion; tamah--the darkness of ignorance; iti--thus; prakrteh--of the material nature; gunah--qualities; taih--by them; yuktah--associated with; parah--transcendental; purusah--the personality; ekah--one; iha asya--of this material world; dhatte-- accepts; sthiti-adaye--for the matter of creation, maintenance and destruction, etc.; hari--Visnu, the Personality of Godhead; virinci-- Brahma; hara--Lord Siva; iti--thus; samjnah--different features; sreyamsi--ultimate benefit; tatra--therein; khalu--of course; sattva-- goodness; tanoh--form; nrnam--of the human being; syuh--derived. TRANSLATION The transcendental Personality of Godhead is indirectly associated with the three modes of material nature, namely passion, goodness and ignorance, and just for the material world's creation, maintenance and destruction He accepts the three qualitative forms of Brahma, Visnu and Siva. Of these three, all human beings can derive ultimate benefit from Visnu, the form of the quality of goodness.","The transcendental Personality of Godhead is indirectly associated with the three modes of material nature, namely passion, goodness and ignorance, and just for the material world's creation, maintenance and destruction He accepts the three qualitative forms of Brahma, Visnu and Siva. Of these three, all human beings can derive ultimate benefit from Visnu, the form of the quality of goodness."
"","","1.1.8","4.9.15","tvam nitya-mukta-parisuddha-vibuddha atma kuta-stha adi-puruso bhagavams try-adhisah yad-buddhy-avasthitim akhanditaya sva-drstya drasta sthitav adhimakho vyatirikta asse","त्वम् नित्य-मुक्त-परिसुद्ध-विबुद्ध अत्म कुत-स्थ अदि-पुरुसो भगवम्स् त्र्य्-अधिसह् यद्-बुद्ध्य्-अवस्थितिम् अखन्दितय स्व-द्र्स्त्य द्रस्त स्थितव् अधिमखो व्यतिरिक्त अस्से","tvam--You; nitya--eternally; mukta--liberated; parisuddha-- uncontaminated; vibuddhah--full of knowledge; atma--the Supreme Soul; kuta-sthah--changeless; adi--original; purusah--person; bhagavan--the Lord, full with six opulences; tri-adhisah--master of the three modes; yat--whence; buddhi--of intellectual activities; avasthitim--all stages; akhanditaya--unbroken; sva-drstya--by transcendental vision; drasta--You witness; sthitau--for maintaining (the universe); adhimakhah--enjoyer of the results of all sacrifices; vyatiriktah-- differently; asse--You are situated. TRANSLATION My Lord, by Your unbroken transcendental glance You are the supreme witness of all stages of intellectual activities. You are eternally liberated, Your existence is situated in pure goodness, and You are existent in the Supersoul without change. You are the original Personality of Godhead, full with six opulences, and You are eternally the master of the three modes of material nature. Thus, You are always different from the ordinary living entities. As Lord Visnu, You maintain all the affairs of th ntire universe, and yet You stand aloof and are the enjoyer of the results of all sacrifices.","My Lord, by Your unbroken transcendental glance You are the supreme witness of all stages of intellectual activities. You are eternally liberated, Your existence is situated in pure goodness, and You are existent in the Supersoul without change. You are the original Personality of Godhead, full with six opulences, and You are eternally the master of the three modes of material nature. Thus, You are always different from the ordinary living entities. As Lord Visnu, You maintain all the affairs of th ntire universe, and yet You stand aloof and are the enjoyer of the results of all sacrifices."
"","","1.1.8","2.6.32","srjami tan-niyukto 'ham haro harati tad-vasah vinam purusa-rupena paripati tri-sakti-dhrk","स्र्जमि तन्-नियुक्तो 'हम् हरो हरति तद्-वसह् विनम् पुरुस-रुपेन परिपति त्रि-सक्ति-ध्र्क्","srjami--do create; tat--by His; niyuktah--appointment; aham--I; harah-- Lord Siva; harati--destroys; tat-vasah--under His subordination; vinam- -the whole universe; purusa--the Personality of Godhead; rupena--by His eternal form; paripati--maintains; tri-sakti-dhrk--the controller of three energies. H RANSLATION By His will, I create, Lord Siva destroys, and He Himself, in His eternal form as the Personality of Godhead, maintains everything. He is the powerful controller of these thr nergies. 1o.3.24 sri-devaky uvaca rupam yat tat prahur avyaktam adyam brahma jyotir nirgunam nirvikaram satta-matram nirvisesam niriham sa tvam saksad visnur adhyatma-dipah sri-devaki uvaca--Sri Devaki said; rupam--form or substance; yat tat-- because You are the same substance; prahuh--You are sometimes called; avyaktam--not perceivable by the material senses (atah sri-krsa-namadi na bhaved grahyam indriyaih); adyam--Yo u are the original cause; brahma--You are known as Brahman; jyotih--light; nirgunam--without material qualities; nirvikaram--without change, the same form of Visnu perpetually; satta-matram--the original substance, the cause of everything; nirvisesam--You are present everywhere as the Supersoul (within the heart of a human being and within the heart of an animal, the same substance is present); niriham--without material desires; sah- -that Supreme Person; tvam--Your Lordship; saksat--directly; visnuh-- Lord Visnu; adhyatma-dipah--the light for all transcendental knowledge (knowing You, one knows everything: yasmin vijnate sarvam evam vijnatam bhavati). TRANSLATION Sri Devaki said: My dear Lord, there are different Vedas, some of which describe You as unperceivable through words and the mind. Yet You are the origin of the entire cosmic manifestation. You are Brahman, the greatest of everything, full of effulgence like the sun. You have no material cause, You are free from change and deviation, and You have no material desires. Thus the Vedas say that You are the substance. Therefore, my Lord, You are directly the origin of all Vedic statements, and by understanding You, one gradually understands everything. You are different from the light of Brahman and Paramatma, yet You are not different from them. Everything emanates from You. Indeed, You are the cause of all causes, Lord Visnu, the light of all transcendental knowledge. LORD VISNU IS THE COMPLETE WHOLE.","Sri Devaki said: My dear Lord, there are different Vedas, some of which describe You as unperceivable through words and the mind. Yet You are the origin of the entire cosmic manifestation. You are Brahman, the greatest of everything, full of effulgence like the sun. You have no material cause, You are free from change and deviation, and You have no material desires. Thus the Vedas say that You are the substance. Therefore, my Lord, You are directly the origin of all Vedic statements, and by understanding You, one gradually understands everything. You are different from the light of Brahman and Paramatma, yet You are not different from them. Everything emanates from You. Indeed, You are the cause of all causes, Lord Visnu, the light of all transcendental knowledge. LORD VISNU IS THE COMPLETE WHOLE."
"","","1.1.9","1.2.3","sa evedam sasarjagre bhagavan atma-mayaya sad-asad-rupaya casau gunamayaguno vibhuh","स एवेदम् ससर्जग्रे भगवन् अत्म-मयय सद्-असद्-रुपय चसौ गुनमयगुनो विभुह्","sah--that; eva--certainly; idam--this; sasarja--created; agre--before; bhagavan--the Personality of Godhead; atma-mayaya--by His personal potency; sat--the cause; asat--the effect; rupaya--by forms; ca--and; asau--the same Lord; guna-maya--in the modes of material nature; agunah--transcendental; vibhuh--the Absolute. TRANSLATION In the beginning of the material creation, that Absolute Personality of Godhead (Vasudeva), in His transcendental position, created th nergies of cause and effect by His own internal energy. taya vilasitesv esu gunesu gunavan iva antah-pravista abhati vijnanena vijrmbhitah taya--by them; vilasitesu--although in the function; esu--these; gunesu--the modes of material nature; gunavan--affected by the modes; iva--as if; antah--within; pravistah--entered into; abhati--appears to be; vijnanena--by transcendental consciousness; vijrmbhitah--fully enlightened. TRANSLATION After creating the material substance, the Lord (Vasudeva) expands Himself and enters into it. And although He is within the material modes of nature and appears to be; one of the created beings, He is always fully enlightened in His transcendental position. yatha hy avahito vahnir darusv ekah sva-yonisu naneva bhati visvatma bhutesu ca tatha puman yatha--as much as; hi--exactly like; avahitah--surcharged with; vahnih- -fire; darusu--in wood; ekah--one; sva-yonisu--the source of manifestation; nana iva--like different entities; bhati--illuminates; visva-atma--the Lord as Paramatma; bhutesu--in the living entities; ca- -and; tatha--in the same way; puman--the Absolute Person. TRANSLATION The Lord, as Supersoul, pervades all things, just as fire permeates wood, and so He appears to be of many varieties, though He is the absolute one without a second. asau gunamayair bhavair bhuta-suksmendriyatmabhih Ssva-nirmitesu nirvisto bhunkte bhutesu tad-gunan asau--that Paramatma; guna-mayaih--influenced by the modes of nature; bhavaih--naturally; bhuta--created; suksma--subtle; indriya--senses; atmabhih--by the living beings; sva-nirmitesu--in His own creation; nirvistah--entering; bhunkte--causes to enjoy; bhutesu--in the living entities; tat-gunan--those modes of nature. TRANSLATION The Supersoul enters into the bodies of the created beings who are influenced by the modes of material nature and causes them to enjoy the effects of these modes by the subtle mind. bhavayaty esa sattvena lohan vai loka-bhavanah lilavataranurato deva-tiryan-naradisu bhavayati--maintains; esah--all these; sattvena--in the mode of goodness; lokan--all over the universe; vai--generally; loka-bhavanah-- the master of all the universes; lila--pastimes; avatara--incarnation; anuratah--assuming the role; deva--the demigods; tiryak--lower animals; nara-adisu--in the midst of human beings. TRANSLATION Thus the Lord of the universes maintains all planets inhabited by demigods, men and lower animals. Assuming the roles of incarnations, He performs pastimes to reclaim those in the mode of pure goodness. THE VEDAS DESCRIBE ONLY ONE ABSOLUTE TRUTH--VASUDEVA. (Vs. 1.1.1o)","In the beginning of the material creation, that Absolute Personality of Godhead (Vasudeva), in His transcendental position, created th nergies of cause and effect by His own internal energy. taya vilasitesv esu gunesu gunavan iva antah-pravista abhati vijnanena vijrmbhitah taya--by them; vilasitesu--although in the function; esu--these; gunesu--the modes of material nature; gunavan--affected by the modes; iva--as if; antah--within; pravistah--entered into; abhati--appears to be; vijnanena--by transcendental consciousness; vijrmbhitah--fully enlightened. TRANSLATION After creating the material substance, the Lord (Vasudeva) expands Himself and enters into it. And although He is within the material modes of nature and appears to be; one of the created beings, He is always fully enlightened in His transcendental position. yatha hy avahito vahnir darusv ekah sva-yonisu naneva bhati visvatma bhutesu ca tatha puman yatha--as much as; hi--exactly like; avahitah--surcharged with; vahnih- -fire; darusu--in wood; ekah--one; sva-yonisu--the source of manifestation; nana iva--like different entities; bhati--illuminates; visva-atma--the Lord as Paramatma; bhutesu--in the living entities; ca- -and; tatha--in the same way; puman--the Absolute Person. TRANSLATION The Lord, as Supersoul, pervades all things, just as fire permeates wood, and so He appears to be of many varieties, though He is the absolute one without a second. asau gunamayair bhavair bhuta-suksmendriyatmabhih Ssva-nirmitesu nirvisto bhunkte bhutesu tad-gunan asau--that Paramatma; guna-mayaih--influenced by the modes of nature; bhavaih--naturally; bhuta--created; suksma--subtle; indriya--senses; atmabhih--by the living beings; sva-nirmitesu--in His own creation; nirvistah--entering; bhunkte--causes to enjoy; bhutesu--in the living entities; tat-gunan--those modes of nature. TRANSLATION The Supersoul enters into the bodies of the created beings who are influenced by the modes of material nature and causes them to enjoy the effects of these modes by the subtle mind. bhavayaty esa sattvena lohan vai loka-bhavanah lilavataranurato deva-tiryan-naradisu bhavayati--maintains; esah--all these; sattvena--in the mode of goodness; lokan--all over the universe; vai--generally; loka-bhavanah-- the master of all the universes; lila--pastimes; avatara--incarnation; anuratah--assuming the role; deva--the demigods; tiryak--lower animals; nara-adisu--in the midst of human beings. TRANSLATION Thus the Lord of the universes maintains all planets inhabited by demigods, men and lower animals. Assuming the roles of incarnations, He performs pastimes to reclaim those in the mode of pure goodness. THE VEDAS DESCRIBE ONLY ONE ABSOLUTE TRUTH--VASUDEVA. (Vs."
"","","1.1.9","1.2.28-29","vasudeva-para veda vasudeva-para makhah vasudeva-para yoga vasudeva-parah kriyah vasudeva-param jnanam vasudeva-param tapah vasudeva-paro dharmo vasudeva-para gatih","वसुदेव-पर वेद वसुदेव-पर मखह् वसुदेव-पर योग वसुदेव-परह् क्रियह् वसुदेव-परम् ज्ननम् वसुदेव-परम् तपह् वसुदेव-परो धर्मो वसुदेव-पर गतिह्","vasudeva--the Personality of Godhead; parah--the ultimate goal; vedah-- revealed scriptures; vasudeva--the Personality of Godhead; parah--for worshiping; makhah--sacrifices; vasudeva--the Personality of Godhead; parah--the means of attaining; yogah--mystic paraphernalia; vasudeva-- the Personality of Godhead; parah--under His control; kriyah--fruitive activities; vasudeva--the Personality of Godhead; param--the supreme; jJnanam--knowledge; vasudeva--the Personality of Godhead; param--best; tapah--austerity; vasudeva--the Personality of Godhead; parah--superior quality; dharmah--religion; vasudeva--the Personality of Godhead; parah--ultimate; gatih--goal of life. TRANSLATION In the revealed scriptures, the ultimate object of knowledge is Sri Krsna, the Personality of Godhead. The purpose of performing sacrifice is to please Him. Yoga is for realizing Him. All fruitive activities are ultimately rewarded by Him only. He is supreme knowledge, and all severe austerities are performed to know Him. Religion [dharma] is rendering loving service unto Him. He is the supreme goal of life. THE SUPREME LORD IS DEVOID OF MATERIAL QUALITIES.","In the revealed scriptures, the ultimate object of knowledge is Sri Krsna, the Personality of Godhead. The purpose of performing sacrifice is to please Him. Yoga is for realizing Him. All fruitive activities are ultimately rewarded by Him only. He is supreme knowledge, and all severe austerities are performed to know Him. Religion [dharma] is rendering loving service unto Him. He is the supreme goal of life. THE SUPREME LORD IS DEVOID OF MATERIAL QUALITIES."
"","","1.1.11","7.1.6","nirguno 'pi hy ajo 'vyakto bhagavan prakrteh parah sva-maya-gunam avisya badhya-badhakatam gatah","निर्गुनो 'पि ह्य् अजो 'व्यक्तो भगवन् प्रक्र्तेह् परह् स्व-मय-गुनम् अविस्य बध्य-बधकतम् गतह्","nirgunah--without material qualities; api--although; hi--certainly; ajah--unborn; avyaktah--unmanifest; bhagavan--the Supreme Lord; prakrteh--to material nature; parah--transcendental; sva-maya--of His own energy; gunam--material qualities; avisya--e ntering; badhya-- obligation; badhakatam--the condition of being obliged; gatah--accepts. TRANSLATION The Supreme Personality of Godhead, Visnu, is always transcendental to material qualities, and therefore He is called nirguna, or without qualities. Because He is unborn, He does not have a material body to be subjected to attachment and hatred. Although the Lord is always above material existence, through His spiritual potency He appeared and acted like an ordinary human being, accepting duties and obligations, apparently like a conditioned soul. nm rrr ॥ rot trad ॥ rot Brahman is rrr ॥ rot trad ॥ rot OF THE FIVE 'KOSAS' BEGINNING WITH ANNAMAYA, THE SUPREME LORD IS THE ULTIMATE ONE, ANANDAMAYA.","The Supreme Personality of Godhead, Visnu, is always transcendental to material qualities, and therefore He is called nirguna, or without qualities. Because He is unborn, He does not have a material body to be subjected to attachment and hatred. Although the Lord is always above material existence, through His spiritual potency He appeared and acted like an ordinary human being, accepting duties and obligations, apparently like a conditioned soul. nm rrr ॥ rot trad ॥ rot Brahman is rrr ॥ rot trad ॥ rot OF THE FIVE 'KOSAS' BEGINNING WITH ANNAMAYA, THE SUPREME LORD IS THE ULTIMATE ONE, ANANDAMAYA."
